,player,rating,kills,ok,kost,kpr,srv,1vx,plant,hs,atk,def
7, MERC,1.17,12-9 (+3),2-2 (+0),58%,1,25%,0,1,55%,Ash,Jager
8,FULTZ,0.43,2-11 (-9),0-3 (-3),42%,0.17,8%,0,0,100%,Sledge,Mute
9,TOUGHY,0.72,5-9 (-4),0-1 (-1),58%,0.42,25%,0,0,20%,Sledge,Castle
0,TALON,0.68,4-9 (-5),0-1 (-1),58%,0.33,25%,0,1,25%,Zofia,Smoke
1,TEHMPER,0.76,7-10 (-3),0-1 (-1),67%,0.58,17%,0,0,80%,Jackal,Bandit
2,RAINBOW,0.76,6-10 (-4),0-1 (-1),50%,0.5,17%,0,1,17%,Hibana,Mute
3,GLITCH,0.91,5-8 (-3),1-3 (-2),75%,0.42,33%,0,0,20%,Sledge,Maestro
4,CHEF,1.4,14-7 (+7),3-0 (+3),67%,1.17,42%,0,0,31%,Thatcher,Jager
5,AFACTOR,2.06,20-8 (+12),2-1 (+1),83%,1.67,33%,2,0,24%,Glaz,Valkyrie
6,ERAVONIA,0.54,5-11 (-6),2-2 (+0),33%,0.42,8%,0,0,0%,Maverick,Jager
7,ABUNAI,0.58,5-11 (-6),3-1 (+2),50%,0.42,8%,0,0,40%,Glaz,Smoke
8,MEX,1.15,13-10 (+3),1-2 (-1),58%,1.08,17%,1,0,42%,Ash,Doc
9,NUGGS,1.36,12-8 (+4),0-0 (+0),58%,1,33%,1,0,58%,Zofia,Maestro
0,ZTHUNDER,0.57,3-7 (-4),0-1 (-1),50%,0.38,13%,0,0,67%,Buck,Maestro
1,HOLIDAYNOG,0.9,5-7 (-2),2-2 (+0),63%,0.63,13%,0,0,40%,Maverick,Smoke
2,PIXEL,1.2,8-7 (+1),1-1 (+0),88%,1,13%,0,0,100%,Ash,Valkyrie
3,RICH,0.7,2-7 (-5),0-0 (+0),75%,0.25,13%,0,0,50%,Capitao,Maestro
4,DOODLE,1.1,7-5 (+2),2-2 (+0),63%,0.88,38%,0,0,17%,Capitao,Pulse
5,BOMBS,1.42,8-3 (+5),0-0 (+0),88%,1,63%,0,0,75%,Hibana,Smoke
6,HYENA,1.1,6-4 (+2),1-0 (+1),75%,0.75,50%,0,0,67%,Blackbeard,Maestro
7,YARDY,0.59,3-6 (-3),0-0 (+0),50%,0.38,25%,0,0,33%,Maverick,Mute
8,REXEN,1.74,11-4 (+7),2-1 (+1),88%,1.38,50%,1,0,50%,Ash,Jager
9,PROPHET,0.71,4-7 (-3),0-1 (-1),50%,0.5,13%,0,0,67%,Thermite,Mute
0,ECLYPSE,0.9,7-8 (-1),0-1 (-1),67%,0.58,33%,0,1,29%,Capitao,Kaid
1,IDROOPZ,1.04,10-10 (+0),2-2 (+0),58%,0.83,17%,0,0,40%,Jackal,Jager
2,GERMAN,0.48,4-10 (-6),0-3 (-3),42%,0.33,17%,0,0,50%,Thermite,Smoke
3,REDUCT,0.81,4-7 (-3),0-2 (-2),75%,0.33,42%,0,0,33%,Thermite,Smoke
4,FAALLZ,1.33,10-5 (+5),1-0 (+1),75%,0.83,58%,0,0,56%,Dokkaebi,Mira
5,LUKID,1.72,17-6 (+11),4-0 (+4),83%,1.42,50%,0,0,53%,Ash,Jager
6,RHZ,1.04,6-6 (+0),3-0 (+3),75%,0.5,50%,0,1,17%,Capitao,Maestro
7,SKADINHA,0.9,8-11 (-3),2-0 (+2),67%,0.67,8%,0,0,50%,Buck,Lesion
8,DIMUS,0.69,6-9 (-3),0-3 (-3),50%,0.5,25%,0,0,50%,Zofia,Maestro
9,SHOTZZ,0.93,8-8 (+0),0-1 (-1),50%,0.67,33%,0,0,50%,Twitch,Smoke
0,SENK4I,0.93,7-7 (+0),1-0 (+1),55%,0.64,36%,0,0,60%,Buck,Valkyrie
1,SN3EPYY,1.16,10-8 (+2),3-2 (+1),82%,0.91,27%,0,0,50%,Dokkaebi,Jager
2,XIMENES,1.05,9-6 (+3),1-2 (-1),45%,0.82,45%,1,0,29%,Hibana,Valkyrie
3,LIVE.,0.78,8-9 (-1),1-3 (-2),36%,0.73,18%,0,0,63%,Jackal,Smoke
4,KDS,0.91,7-8 (-1),1-0 (+1),64%,0.64,27%,0,0,57%,Zofia,Jager
5,HERMS,0.87,6-8 (-2),1-0 (+1),64%,0.55,27%,0,0,83%,IQ,Maestro
6,SLZY,0.77,6-10 (-4),0-1 (-1),73%,0.55,9%,0,0,0%,Buck,Smoke
7,ITRAVELLZ,1.31,10-6 (+4),1-2 (-1),55%,0.91,45%,1,0,78%,Sledge,Jager
8,FRESSATO,1.01,9-9 (+0),2-1 (+1),55%,0.82,18%,0,0,56%,Ash,Lesion
9,CAINHO,1.13,7-8 (-1),0-0 (+0),91%,0.64,27%,0,2,71%,Finka,Maestro
0,RDZ,0.84,7-10 (-3),2-2 (+0),67%,0.58,17%,0,0,43%,Finka,Doc
1,ALPHA,1.19,12-9 (+3),2-1 (+1),67%,1,25%,0,0,42%,Thatcher,Jager
2,H1GHS,1.46,14-6 (+8),0-1 (-1),83%,1.17,50%,0,0,36%,Sledge,Jager
3,MIRACLE,0.97,10-10 (+0),2-2 (+0),58%,0.83,17%,0,0,44%,Zofia,Smoke
4,MCX,1.17,7-5 (+2),0-0 (+0),83%,0.58,58%,0,2,57%,Thermite,Echo
5,XIMENES,0.69,6-12 (-6),0-1 (-1),50%,0.5,0%,0,1,67%,Thermite,Valkyrie
6,HERMS,0.75,5-9 (-4),1-1 (+0),58%,0.42,25%,0,0,60%,Thatcher,Maestro
7,SLZY,0.67,4-10 (-6),0-2 (-2),50%,0.33,17%,0,2,0%,Sledge,Smoke
8,ITRAVELLZ,1.01,10-10 (+0),4-1 (+3),58%,0.83,17%,1,0,30%,Twitch,Jager
9,FRESSATO,1.42,15-9 (+6),1-1 (+0),67%,1.25,25%,2,0,47%,Ash,Bandit
0,REDUCT,0.88,8-7 (+1),0-4 (-4),50%,0.8,30%,0,0,38%,Nomad,Pulse
1,FAALLZ,1.07,6-4 (+2),1-0 (+1),70%,0.6,60%,0,0,60%,Hibana,Mute
2,LUKID,1.59,12-4 (+8),0-0 (+0),80%,1.2,60%,0,0,58%,Zofia,Jager
3,RHZ,1.19,8-6 (+2),1-0 (+1),80%,0.8,40%,0,0,57%,Buck,Pulse
4,SKADINHA,1.16,9-7 (+2),2-2 (+0),60%,0.9,30%,0,0,38%,Twitch,Mute
5,FREEEZAO,0.77,6-9 (-3),1-1 (+0),50%,0.6,10%,0,1,40%,Zofia,Smoke
6,PDR1N,0.84,5-7 (-2),1-0 (+1),50%,0.5,30%,1,1,20%,Hibana,Jager
7,SCORPION,1.11,10-9 (+1),4-1 (+3),70%,1,10%,0,0,0%,IQ,Vigil
8,GUIIHERME1,0.55,3-9 (-6),0-1 (-1),50%,0.3,10%,0,0,33%,Nomad,Lesion
9,DESTINY,0.52,4-9 (-5),0-1 (-1),30%,0.4,10%,0,0,25%,Sledge,Smoke
0,LIPEZORD,1.2,12-8 (+4),0-3 (-3),58%,1,33%,2,0,42%,Thatcher,Jager
1,P0PSTARR,1.12,8-5 (+3),0-1 (-1),75%,0.67,58%,0,0,29%,Montagne,Mute
2,SENK4I,1.28,11-7 (+4),1-0 (+1),75%,0.92,42%,0,0,40%,Buck,Pulse
3,LUMYY,0.44,5-12 (-7),1-2 (-1),25%,0.42,0%,0,0,60%,IQ,Lesion
4,LIVE.,1.02,8-8 (+0),2-2 (+0),75%,0.67,33%,0,0,25%,Finka,Smoke
5,KDS,1.68,18-7 (+11),4-1 (+3),67%,1.5,42%,0,0,39%,Zofia,Bandit
6,MGN,0.75,7-11 (-4),1-2 (-1),58%,0.58,8%,0,0,57%,Nomad,Valkyrie
7,DODO,0.75,6-10 (-4),0-0 (+0),58%,0.5,17%,0,2,50%,Thermite,Clash
8,CAAB,0.66,5-11 (-6),2-1 (+1),50%,0.42,8%,0,1,60%,Twitch,Bandit
9,CAINHO,0.98,6-8 (-2),1-0 (+1),67%,0.5,33%,0,3,33%,Thermite,Maestro
0,MEG4,0.79,4-6 (-2),3-1 (+2),50%,0.5,25%,0,0,67%,Buck,Doc
1,MIGZ,0.28,2-8 (-6),0-2 (-2),25%,0.25,0%,0,0,0%,Zofia,Jager
2,REDUCT,1.32,7-4 (+3),0-0 (+0),88%,0.88,50%,0,0,86%,Thermite,Valkyrie
3,FAALLZ,1.65,9-1 (+8),0-0 (+0),100%,1.13,88%,0,0,57%,Dokkaebi,Mira
4,LUKID,1.65,11-4 (+7),2-0 (+2),75%,1.38,50%,0,0,9%,Zofia,Jager
5,RHZ,1.56,8-2 (+6),2-0 (+2),88%,1,75%,0,0,86%,Maverick,Doc
6,KING,0.49,4-8 (-4),0-3 (-3),38%,0.5,0%,0,0,75%,Jackal,Valkyrie
7,RYUG4,0.74,5-8 (-3),1-1 (+0),63%,0.63,0%,0,0,60%,Buck,Smoke
8,TUK,0.28,1-8 (-7),0-1 (-1),25%,0.13,0%,0,0,100%,Maverick,Kaid
9,JNNN,0.85,5-7 (-2),0-0 (+0),50%,0.63,13%,1,1,80%,Thermite,Mira
0,RDZ,0.24,2-10 (-8),1-1 (+0),20%,0.2,0%,0,0,50%,Zofia,Jager
1,ALPHA,0.72,6-8 (-2),2-3 (-1),40%,0.6,20%,0,0,0%,Nomad,Lesion
2,H1GHS,0.86,7-7 (+0),0-1 (-1),50%,0.7,30%,0,0,43%,Buck,Valkyrie
3,MIRACLE,0.86,7-8 (-1),0-0 (+0),50%,0.7,20%,0,0,14%,Thatcher,Smoke
4,SENK4I,1.2,7-4 (+3),0-0 (+0),90%,0.7,60%,0,0,17%,Buck,Valkyrie
5,SN3EPYY,1.12,8-6 (+2),2-1 (+1),70%,0.8,40%,0,0,50%,IQ,Smoke
6,LIVE.,1.39,11-6 (+5),3-2 (+1),80%,1.1,40%,0,0,55%,Nomad,Mute
7,KDS,1.08,8-6 (+2),2-0 (+2),50%,0.8,40%,0,0,25%,Zofia,Lesion
8,CAINHO,1.38,7-3 (+4),0-0 (+0),70%,0.7,70%,1,1,29%,Hibana,Mira
9,BMH,0.55,3-8 (-5),0-2 (-2),40%,0.3,20%,0,1,100%,Hibana,Maestro
0,ECLYPSE,0.82,6-8 (-2),2-1 (+1),58%,0.5,33%,0,0,50%,Jackal,Pulse
1,IDROOPZ,0.72,7-10 (-3),3-3 (+0),42%,0.58,17%,0,0,86%,Finka,Jager
2,GERMAN,0.94,6-7 (-1),0-0 (+0),67%,0.5,42%,0,0,67%,Thermite,Mute
3,FREEEZAO,1.1,7-6 (+1),1-0 (+1),75%,0.58,50%,1,0,33%,Sledge,Smoke
4,PDR1N,0.79,5-8 (-3),0-0 (+0),58%,0.42,33%,0,1,40%,Thermite,Valkyrie
5,SCORPION,1.04,11-9 (+2),2-3 (-1),50%,0.92,25%,0,0,27%,IQ,Jager
6,GUIIHERME1,0.59,4-9 (-5),0-2 (-2),42%,0.33,25%,0,0,33%,Nomad,Valkyrie
7,DESTINY,1.22,11-9 (+2),3-1 (+2),75%,0.92,25%,0,0,45%,Zofia,Jager
8,DIMUS,1.15,11-7 (+4),0-2 (-2),67%,0.92,42%,0,0,64%,Maverick,Maestro
9,SHOTZZ,1.28,11-6 (+5),1-0 (+1),58%,0.92,50%,1,0,55%,Zofia,Valkyrie
0,LIPEZORD,1.07,10-8 (+2),0-3 (-3),60%,1,20%,0,0,22%,IQ,Smoke
1,LUMYY,0.82,3-8 (-5),1-0 (+1),80%,0.3,20%,0,1,33%,Thermite,Echo
2,XIMENES,1.13,8-8 (+0),2-0 (+2),80%,0.8,20%,1,0,38%,Thermite,Jager
3,HERMS,0.86,5-8 (-3),1-0 (+1),60%,0.5,20%,0,1,40%,Capitao,Maestro
4,SLZY,1.49,10-5 (+5),1-1 (+0),80%,1,50%,1,0,33%,Buck,Smoke
5,ITRAVELLZ,1.42,10-6 (+4),1-1 (+0),70%,1,40%,1,0,30%,Sledge,Echo
6,FRESSATO,0.78,5-7 (-2),1-2 (-1),70%,0.5,30%,0,0,40%,Zofia,Lesion
7,MGN,1.02,8-8 (+0),2-2 (+0),60%,0.8,20%,0,0,50%,Buck,Jager
8, DODO,1.06,8-7 (+1),1-0 (+1),60%,0.8,30%,0,0,75%,Capitao,Clash
9,CALLADO,0.77,5-7 (-2),0-1 (-1),50%,0.5,30%,0,0,40%,Nomad,Castle
0,XIMENES,0.72,5-9 (-4),0-1 (-1),55%,0.45,18%,0,1,60%,Thermite,Valkyrie
1,FREEEZAO,1.61,12-6 (+6),1-1 (+0),73%,1.09,45%,1,0,27%,Buck,Mute
2,PDR1N,0.94,5-7 (-2),0-0 (+0),64%,0.45,36%,0,2,40%,Thermite,Maestro
3,SCORPION,0.75,5-9 (-4),1-3 (-2),73%,0.45,18%,0,0,20%,Finka,Jager
4,GUIIHERME1,0.98,8-7 (+1),1-1 (+0),55%,0.73,36%,0,0,38%,Zofia,Lesion
5,DESTINY,1.54,14-8 (+6),2-1 (+1),91%,1.27,27%,0,0,67%,Thatcher,Valkyrie
6,HERMS,1.1,11-10 (+1),3-2 (+1),64%,1,9%,0,1,27%,Thatcher,Maestro
7,SLZY,0.65,5-9 (-4),1-0 (+1),55%,0.45,18%,0,0,40%,Buck,Smoke
8,ITRAVELLZ,0.69,5-9 (-4),2-0 (+2),45%,0.45,18%,0,0,20%,Sledge,Jager
9,FRESSATO,1.05,11-8 (+3),0-2 (-2),55%,1,27%,0,0,55%,Zofia,Bandit
0,LIPEZORD,1.22,10-7 (+3),2-0 (+2),73%,0.91,36%,0,0,38%,Sledge,Mira
1,ECLYPSE,0.7,6-10 (-4),3-2 (+1),45%,0.55,9%,0,0,100%,Buck,Lesion
2,IDROOPZ,0.69,7-11 (-4),1-2 (-1),45%,0.64,0%,0,0,83%,Finka,Jager
3,GERMAN,0.73,5-9 (-4),0-0 (+0),55%,0.45,18%,0,1,20%,Thermite,Smoke
4,LUMYY,1.16,9-7 (+2),1-1 (+0),82%,0.82,36%,0,0,63%,Thatcher,Bandit
5,MGN,1.13,7-6 (+1),1-2 (-1),82%,0.64,45%,0,0,57%,Buck,Maestro
6,DODO,1.08,8-7 (+1),1-1 (+0),73%,0.73,36%,0,1,50%,Thermite,Smoke
7,CAAB,1.15,10-7 (+3),2-0 (+2),64%,0.91,36%,0,0,33%,Zofia,Jager
8,DIMUS,0.88,8-8 (+0),0-1 (-1),64%,0.73,27%,0,0,88%,Maverick,Maestro
9,SHOTZZ,0.97,8-7 (+1),0-2 (-2),45%,0.73,36%,1,0,57%,Zofia,Bandit
0,RDZ,0.85,7-7 (+0),1-1 (+0),50%,0.58,42%,0,0,50%,Zofia,Jager
1,ALPHA,0.58,3-9 (-6),1-3 (-2),42%,0.25,25%,0,1,33%,Dokkaebi,Vigil
2,H1GHS,1.47,16-8 (+8),2-1 (+1),67%,1.33,33%,0,0,60%,Twitch,Lesion
3,MIRACLE,0.77,6-10 (-4),1-1 (+0),58%,0.5,17%,0,0,40%,Capitao,Smoke
4,REDUCT,0.94,8-8 (+0),1-2 (-1),58%,0.67,33%,0,1,25%,Thermite,Smoke
5,FAALLZ,1.33,14-7 (+7),0-0 (+0),75%,1.17,42%,0,0,50%,Dokkaebi,Mira
6,LUKID,1.18,10-7 (+3),2-1 (+1),75%,0.83,42%,0,0,60%,Zofia,Jager
7,RHZ,0.85,5-8 (-3),1-0 (+1),67%,0.42,33%,0,0,20%,Capitao,Smoke
8,SKADINHA,0.86,6-8 (-2),3-2 (+1),58%,0.5,33%,0,0,67%,Buck,Doc
9,BMH,0.81,6-9 (-3),0-1 (-1),58%,0.5,25%,0,2,20%,Thermite,Mira
0,GURMY,1.36,24-17 (+7),2-3 (-1),72%,0.96,32%,3,1,27%,Jackal,Mute
1,SIPPIN,0.82,15-21 (-6),3-5 (-2),44%,0.6,16%,1,0,67%,Nomad,Bandit
2,ROOTY,1.05,19-17 (+2),4-2 (+2),68%,0.76,32%,0,0,53%,Blackbeard,Doc
3,SWEATER,1.22,27-21 (+6),6-2 (+4),72%,1.08,16%,0,1,60%,Zofia,Jager
4,ANTHONYMGS,0.91,14-22 (-8),1-1 (+0),60%,0.56,12%,2,1,50%,Hibana,Smoke
5,ART,0.81,12-20 (-8),1-1 (+0),60%,0.48,20%,1,1,58%,Thatcher,Mute
6,SMURFN,1,18-17 (+1),0-1 (-1),72%,0.72,32%,0,0,44%,Thatcher,Echo
7,OASIS,1.14,21-17 (+4),2-2 (+0),76%,0.84,32%,0,2,43%,Hibana,Smoke
8,MERC,1.08,23-21 (+2),4-5 (-1),64%,0.92,16%,1,0,59%,Ash,Doc
9,FULTZ,1.1,17-18 (-1),2-3 (-1),72%,0.68,28%,2,0,50%,Dokkaebi,Pulse
0,SUZAKU,0.77,12-19 (-7),1-1 (+0),61%,0.52,17%,0,0,45%,IQ,Smoke
1,ALPACKA,0.82,13-18 (-5),4-2 (+2),45%,0.59,18%,1,0,33%,Thatcher,Castle
2,PHISH,1.19,21-14 (+7),1-1 (+0),61%,0.91,39%,0,0,43%,Jackal,Lesion
3,WRATH,1.09,19-16 (+3),6-4 (+2),65%,0.83,30%,0,0,61%,IQ,Castle
4, STUNNABOY,1.32,22-11 (+11),3-4 (-1),83%,0.96,52%,0,0,41%,IQ,Jager
5,TYLERBB,1.08,17-12 (+5),0-1 (-1),74%,0.74,48%,0,1,44%,Thatcher,Maestro
6,ICONIC,0.87,14-17 (-3),2-6 (-4),57%,0.61,26%,0,1,50%,Jackal,Bandit
7,BRADY,0.75,11-19 (-8),0-1 (-1),48%,0.48,17%,0,3,50%,Thermite,Mira
8,MELTED,1.06,17-15 (+2),4-0 (+4),68%,0.77,32%,0,0,40%,Maverick,Pulse
9,QUANTXM,0.81,9-14 (-5),0-1 (-1),65%,0.39,39%,0,0,44%,Thermite,Smoke
0,DAAVE,1.01,16-11 (+5),0-4 (-4),50%,0.8,45%,0,0,38%,Buck,Mute
1,YOGGAH,1.16,15-11 (+4),3-4 (-1),75%,0.75,45%,1,0,79%,Twitch,Valkyrie
2,BEAULO,1.65,27-11 (+16),0-0 (+0),85%,1.35,45%,1,2,69%,Jackal,Mira
3,DETOX,1,12-12 (+0),4-1 (+3),60%,0.6,40%,1,0,58%,Blackbeard,Jager
4,DOTDASH,0.98,14-13 (+1),2-2 (+0),45%,0.7,35%,0,1,57%,Jackal,Smoke
5,CANCAN,0.45,6-19 (-13),1-3 (-2),30%,0.3,5%,0,0,83%,Blitz,Doc
6,MORT,0.97,14-14 (+0),1-1 (+0),65%,0.7,30%,0,0,64%,Thatcher,Rook
7,JOLLY,0.9,14-16 (-2),3-0 (+3),55%,0.7,20%,0,0,79%,Maverick,Smoke
8,BUCK,0.81,14-17 (-3),4-3 (+1),35%,0.7,15%,0,0,29%,Buck,Doc
9,MISIO,0.69,10-18 (-8),2-2 (+0),45%,0.5,10%,0,3,60%,Thermite,Jager
0,GURMY,1.24,22-12 (+10),3-2 (+1),65%,0.96,48%,0,0,41%,Thatcher,Mute
1,ART,1,16-16 (+0),0-0 (+0),65%,0.7,30%,0,0,53%,Buck,Kaid
2,OASIS,1.05,18-17 (+1),3-1 (+2),73%,0.82,23%,0,2,29%,Thermite,Smoke
3,PHISH ,1.13,22-19 (+3),3-2 (+1),65%,0.96,17%,1,1,48%,Zofia,Doc
4,WRATH,0.86,15-17 (-2),2-4 (-2),52%,0.65,26%,0,1,53%,Nomad,Castle
5,STUNNABOY,0.76,11-20 (-9),2-3 (-1),61%,0.48,13%,0,0,50%,Thermite,Jager
6,TYLERBB,0.79,11-19 (-8),0-3 (-3),68%,0.5,14%,0,1,64%,Thatcher,Echo
7,MERC,0.86,15-20 (-5),5-5 (+0),61%,0.65,13%,1,1,67%,Jackal,Jager
8,FULTZ,1.34,21-14 (+7),2-0 (+2),74%,0.91,39%,2,0,68%,Hibana,Castle
9,QUANTXM,1.1,19-17 (+2),1-1 (+0),74%,0.83,26%,1,0,37%,Thermite,Smoke
0,TALON,1.26,24-16 (+8),4-2 (+2),85%,0.92,38%,0,0,48%,Capitao,Smoke
1,RAINBOW,1.05,19-20 (-1),5-1 (+4),65%,0.73,23%,0,1,43%,Thermite,Mute
2,GLITCH,0.96,16-18 (-2),0-3 (-3),62%,0.62,31%,3,0,60%,IQ,Echo
3,CHEF,1.11,20-17 (+3),1-2 (-1),77%,0.77,35%,0,0,63%,Thatcher,Bandit
4,CANCAN,0.61,10-21 (-11),1-4 (-3),50%,0.38,19%,0,0,40%,Blitz,Maestro
5,MORT,1.09,25-21 (+4),3-1 (+2),54%,0.96,19%,0,0,67%,Thatcher,Doc
6,JOLLY,0.96,22-22 (+0),3-4 (-1),54%,0.85,15%,0,0,35%,Sledge,Echo
7,BUCK,0.97,16-19 (-3),2-3 (-1),58%,0.62,27%,1,0,44%,IQ,Bandit
8,AFACTOR,1.15,24-19 (+5),5-3 (+2),65%,0.92,27%,1,0,43%,Ash,Valkyrie
9,MISIO,0.94,16-20 (-4),2-3 (-1),54%,0.62,23%,2,4,19%,Thermite,Jager
0,RTC,1.02,12-13 (-1),2-0 (+2),82%,0.55,41%,0,0,42%,Thatcher,Echo
1,SIPPIN,1.23,24-18 (+6),6-3 (+3),64%,1.09,18%,0,1,54%,Maverick,Jager
2,ROOTY,0.97,15-15 (+0),1-4 (-3),64%,0.68,32%,1,0,53%,Blackbeard,Doc
3,SWEATER,0.98,18-17 (+1),3-3 (+0),68%,0.82,23%,0,0,67%,Zofia,Rook
4,YOGGAH,1.23,19-16 (+3),2-1 (+1),77%,0.86,27%,2,0,47%,Thermite,Rook
5,BEAULO,0.94,16-16 (+0),3-5 (-2),55%,0.73,27%,0,0,50%,Jackal,Doc
6,ANTHONYMGS,1.16,15-13 (+2),0-0 (+0),59%,0.68,41%,2,4,43%,Thermite,Smoke
7,DETOX,0.78,12-19 (-7),2-2 (+0),64%,0.55,14%,0,0,50%,Thatcher,Jager
8,DOTDASH,0.76,11-18 (-7),1-4 (-3),59%,0.5,18%,0,0,40%,Thermite,Smoke
9,F-R-A,1.06,17-16 (+1),2-0 (+2),73%,0.77,27%,0,0,56%,Sledge,Mute
0,EASILYY,0.84,4-9 (-5),0-1 (-1),67%,0.33,25%,0,3,50%,Thermite,Doc
1,SLASHUG,1.16,11-9 (+2),5-0 (+5),67%,0.92,25%,0,0,40%,Nomad,Valkyrie
2,ECL9PSE,1.2,12-10 (+2),3-1 (+2),83%,1,17%,0,0,56%,Buck,Pulse
3,SHUTTLE,0.76,6-9 (-3),0-0 (+0),58%,0.5,25%,0,0,17%,Thatcher,Smoke
4,SKYS,0.76,7-11 (-4),1-1 (+0),58%,0.58,8%,0,0,20%,Zofia,Pulse
5,LAXING,1.59,15-5 (+10),0-1 (-1),75%,1.25,58%,2,0,27%,Maverick,Alibi
6,MARKTHESHARK,0.76,7-11 (-4),1-2 (-1),58%,0.58,8%,0,0,43%,Capitao,Castle
7,VERTCL,1.2,13-8 (+5),0-2 (-2),67%,1.08,33%,0,0,31%,Jackal,Jager
8,FOXA,1.04,8-9 (-1),1-3 (-2),67%,0.67,25%,0,2,43%,Thatcher,Doc
9,RETRO,0.93,8-10 (-2),1-1 (+0),58%,0.67,17%,0,1,29%,Hibana,Smoke
0,BC,1.05,5-5 (+0),0-0 (+0),80%,0.5,50%,1,0,60%,Thatcher,Maestro
1,MINT,0.96,6-8 (-2),0-1 (-1),70%,0.6,20%,0,1,33%,IQ,Smoke
2,HOTANCOLD,1.12,9-7 (+2),3-2 (+1),50%,0.9,30%,0,0,63%,Hibana,Doc
3,JARVIS,1.02,8-7 (+1),0-2 (-2),70%,0.8,30%,0,0,38%,Capitao,Valkyrie
4,SHLONGII,0.98,8-7 (+1),1-0 (+1),50%,0.8,30%,0,0,57%,IQ,Bandit
5,ACHIEVED,0.8,6-9 (-3),2-1 (+1),70%,0.6,10%,0,0,50%,Sledge,Valkyrie
6,BIOLOGICS,0.94,6-7 (-1),1-0 (+1),70%,0.6,30%,0,0,33%,Thatcher,Doc
7,NYX,1.3,12-7 (+5),0-2 (-2),70%,1.2,30%,0,0,83%,Ash,Jager
8,KRUSHER,0.97,7-7 (+0),0-1 (-1),60%,0.7,30%,0,1,14%,Thermite,Smoke
9,TOMAS,0.98,7-10 (-3),3-1 (+2),90%,0.7,0%,0,0,57%,Zofia,Castle
0,NECROX,0.5,3-10 (-7),1-1 (+0),42%,0.25,17%,0,0,33%,Jackal,Jager
1,YUNG,0.65,3-10 (-7),0-2 (-2),67%,0.25,17%,0,1,67%,Hibana,Smoke
2,NVK,0.9,8-9 (-1),0-0 (+0),50%,0.67,25%,0,0,13%,Thatcher,Maestro
3,CANADIAN,1.01,10-10 (+0),2-3 (-1),75%,0.83,17%,0,0,50%,Zofia,Doc
4,GEOO,1.9,19-6 (+13),1-1 (+0),67%,1.58,50%,2,1,41%,Twitch,Mute
5,ENGLAND,1.24,12-9 (+3),2-0 (+2),83%,1,25%,0,1,45%,Blackbeard,Smoke
6,VANDAL,0.75,7-9 (-2),0-2 (-2),42%,0.58,25%,0,0,43%,Nomad,Pulse
7,KRAZY,1.1,9-9 (+0),1-0 (+1),75%,0.75,25%,0,0,44%,Sledge,Pulse
8,ACID,0.42,1-9 (-8),0-0 (+0),33%,0.08,25%,0,0,100%,Capitao,Maestro
9,HYPER,1.56,15-7 (+8),4-2 (+2),67%,1.25,42%,1,1,40%,Zofia,Jager
0,ENGLAND,1.19,12-9 (+3),1-1 (+0),67%,1,25%,1,0,50%,Hibana,Smoke
1,VANDAL,1.17,10-6 (+4),2-1 (+1),75%,0.83,50%,0,0,50%,Ash,Smoke
2,KRAZY,1.06,8-6 (+2),2-1 (+1),67%,0.67,50%,0,0,88%,IQ,Mute
3,SHLONGII,0.89,9-11 (-2),0-0 (+0),58%,0.75,8%,0,0,44%,Jackal,Doc
4,ACID,1.26,10-6 (+4),1-0 (+1),83%,0.83,50%,0,0,20%,Nomad,Echo
5,ACHIEVED,0.57,5-12 (-7),1-3 (-2),42%,0.42,0%,0,1,25%,Sledge,Mute
6,BIOLOGICS,1.16,7-9 (-2),0-3 (-3),75%,0.58,25%,3,0,71%,Ash,Echo
7,HYPER,1.44,13-6 (+7),3-0 (+3),75%,1.08,50%,0,0,46%,Zofia,Doc
8,KRUSHER,0.48,4-11 (-7),0-2 (-2),42%,0.33,8%,0,0,25%,Hibana,Smoke
9,TOMAS,0.88,8-10 (-2),2-1 (+1),50%,0.67,17%,1,0,75%,Thatcher,Lesion
0,BRYAN,0.69,4-8 (-4),0-1 (-1),42%,0.33,33%,0,1,25%,Twitch,Echo
1,EASILYY,0.84,6-8 (-2),0-3 (-3),67%,0.5,33%,0,0,33%,Capitao,Valkyrie
2,SLASHUG,1.44,14-8 (+6),3-0 (+3),83%,1.17,33%,0,0,46%,Sledge,Alibi
3,ECL9PSE,0.81,7-10 (-3),0-1 (-1),58%,0.58,17%,0,0,71%,IQ,Doc
4,SHUTTLE,0.93,6-9 (-3),2-1 (+1),67%,0.5,25%,0,1,33%,Nomad,Smoke
5,VERTCL,1.12,11-8 (+3),1-1 (+0),67%,0.92,33%,0,0,73%,Zofia,Jager
6,BOSCO,1.1,11-9 (+2),1-0 (+1),58%,0.92,25%,0,0,55%,IQ,Smoke
7,CHALA,0.75,7-10 (-3),2-2 (+0),58%,0.58,17%,0,0,57%,Capitao,Mute
8,THINKINGNADE,1.24,12-9 (+3),3-1 (+2),75%,1,25%,0,0,55%,Thatcher,Jager
9,RAMPY,1.01,9-8 (+1),0-2 (-2),67%,0.75,33%,0,0,57%,Sledge,Jager
0,NECROX,0.86,6-9 (-3),0-2 (-2),73%,0.55,18%,0,0,67%,IQ,Smoke
1,YUNG,1.49,12-5 (+7),1-1 (+0),82%,1.09,55%,0,1,36%,Hibana,Smoke
