,Date,Team 1,Team 2,Team 1 Ban 1,Team 1 Ban 2,Team 1 Ban 3,Team 1 Pick 1,Team 2 Ban 1,Team 2 Ban 2,Team 2 Ban 3,Team 2 Pick 1,decider,Map 1 Round 1 Winner,Map 1 Round 1 Bombsite,Map 1 Round 1 Win Type,Map 1 Round 2 Winner,Map 1 Round 2 Bombsite,Map 1 Round 2 Win Type,Map 1 Round 3 Winner,Map 1 Round 3 Bombsite,Map 1 Round 3 Win Type,Map 1 Round 4 Winner,Map 1 Round 4 Bombsite,Map 1 Round 4 Win Type,Map 1 Round 5 Winner,Map 1 Round 5 Bombsite,Map 1 Round 5 Win Type,Map 1 Round 6 Winner,Map 1 Round 6 Bombsite,Map 1 Round 6 Win Type,Map 1 Round 7 Winner,Map 1 Round 7 Bombsite,Map 1 Round 7 Win Type,Map 2 Round 0 Winner,Map 2 Round 0 Bombsite,Map 2 Round 0 Win Type,Map 2 Round 1 Winner,Map 2 Round 1 Bombsite,Map 2 Round 1 Win Type,Map 2 Round 2 Winner,Map 2 Round 2 Bombsite,Map 2 Round 2 Win Type,Map 2 Round 3 Winner,Map 2 Round 3 Bombsite,Map 2 Round 3 Win Type,Map 2 Round 4 Winner,Map 2 Round 4 Bombsite,Map 2 Round 4 Win Type,Map 2 Round 5 Winner,Map 2 Round 5 Bombsite,Map 2 Round 5 Win Type,Map 2 Round 6 Winner,Map 2 Round 6 Bombsite,Map 2 Round 6 Win Type,Map 2 Round 7 Winner,Map 2 Round 7 Bombsite,Map 2 Round 7 Win Type,Map 3 Round 0 Winner,Map 3 Round 0 Bombsite,Map 3 Round 0 Win Type,Map 3 Round 1 Winner,Map 3 Round 1 Bombsite,Map 3 Round 1 Win Type,Map 3 Round 2 Winner,Map 3 Round 2 Bombsite,Map 3 Round 2 Win Type,Map 3 Round 3 Winner,Map 3 Round 3 Bombsite,Map 3 Round 3 Win Type,Map 3 Round 4 Winner,Map 3 Round 4 Bombsite,Map 3 Round 4 Win Type,Map 3 Round 5 Winner,Map 3 Round 5 Bombsite,Map 3 Round 5 Win Type,Map 1 Round 8 Winner,Map 1 Round 8 Bombsite,Map 1 Round 8 Win Type,Map 3 Round 6 Winner,Map 3 Round 6 Bombsite,Map 3 Round 6 Win Type,Map 1 Round 9 Winner,Map 1 Round 9 Bombsite,Map 1 Round 9 Win Type,Map 1 Round 10 Winner,Map 1 Round 10 Bombsite,Map 1 Round 10 Win Type,Map 1 Round 11 Winner,Map 1 Round 11 Bombsite,Map 1 Round 11 Win Type,Map 2 Round 8 Winner,Map 2 Round 8 Bombsite,Map 2 Round 8 Win Type,Map 2 Round 9 Winner,Map 2 Round 9 Bombsite,Map 2 Round 9 Win Type,Map 3 Round 7 Winner,Map 3 Round 7 Bombsite,Map 3 Round 7 Win Type,Map 3 Round 8 Winner,Map 3 Round 8 Bombsite,Map 3 Round 8 Win Type,Map 3 Round 9 Winner,Map 3 Round 9 Bombsite,Map 3 Round 9 Win Type,Map 2 Round 10 Winner,Map 2 Round 10 Bombsite,Map 2 Round 10 Win Type,Map 3 Round 10 Winner,Map 3 Round 10 Bombsite,Map 3 Round 10 Win Type,Map 1 Round 12 Winner,Map 1 Round 12 Bombsite,Map 1 Round 12 Win Type,Map 2 Round 11 Winner,Map 2 Round 11 Bombsite,Map 2 Round 11 Win Type,Map 2 Round 12 Winner,Map 2 Round 12 Bombsite,Map 2 Round 12 Win Type,Map 1 Round 13 Winner,Map 1 Round 13 Bombsite,Map 1 Round 13 Win Type,Map 3 Round 11 Winner,Map 3 Round 11 Bombsite,Map 3 Round 11 Win Type,Map 3 Round 12 Winner,Map 3 Round 12 Bombsite,Map 3 Round 12 Win Type,Map 4 Round 0 Winner,Map 4 Round 0 Bombsite,Map 4 Round 0 Win Type,Map 4 Round 1 Winner,Map 4 Round 1 Bombsite,Map 4 Round 1 Win Type,Map 4 Round 2 Winner,Map 4 Round 2 Bombsite,Map 4 Round 2 Win Type,Map 4 Round 3 Winner,Map 4 Round 3 Bombsite,Map 4 Round 3 Win Type,Map 4 Round 4 Winner,Map 4 Round 4 Bombsite,Map 4 Round 4 Win Type,Map 4 Round 5 Winner,Map 4 Round 5 Bombsite,Map 4 Round 5 Win Type,Map 4 Round 6 Winner,Map 4 Round 6 Bombsite,Map 4 Round 6 Win Type,Map 4 Round 7 Winner,Map 4 Round 7 Bombsite,Map 4 Round 7 Win Type,Map 4 Round 8 Winner,Map 4 Round 8 Bombsite,Map 4 Round 8 Win Type,Map 4 Round 9 Winner,Map 4 Round 9 Bombsite,Map 4 Round 9 Win Type,Map 4 Round 10 Winner,Map 4 Round 10 Bombsite,Map 4 Round 10 Win Type,Map 4 Round 11 Winner,Map 4 Round 11 Bombsite,Map 4 Round 11 Win Type,Map 4 Round 12 Winner,Map 4 Round 12 Bombsite,Map 4 Round 12 Win Type,Team 1 Pick 2,Team 2 Pick 2,Map 1 Round 14 Winner,Map 1 Round 14 Bombsite,Map 1 Round 14 Win Type,Map 1 Round 15 Winner,Map 1 Round 15 Bombsite,Map 1 Round 15 Win Type,Map 2 Round 13 Winner,Map 2 Round 13 Bombsite,Map 2 Round 13 Win Type,Map 2 Round 14 Winner,Map 2 Round 14 Bombsite,Map 2 Round 14 Win Type,Map 1 Round 16 Winner,Map 1 Round 16 Bombsite,Map 1 Round 16 Win Type,Map 1 Round 17 Winner,Map 1 Round 17 Bombsite,Map 1 Round 17 Win Type,Map 1 Round 18 Winner,Map 1 Round 18 Bombsite,Map 1 Round 18 Win Type,Map 1 Round 19 Winner,Map 1 Round 19 Bombsite,Map 1 Round 19 Win Type,Map 1 Round 20 Winner,Map 1 Round 20 Bombsite,Map 1 Round 20 Win Type,Map 1 Round 21 Winner,Map 1 Round 21 Bombsite,Map 1 Round 21 Win Type,Map 1 Round 22 Winner,Map 1 Round 22 Bombsite,Map 1 Round 22 Win Type,Map 1 Round 23 Winner,Map 1 Round 23 Bombsite,Map 1 Round 23 Win Type,Map 5 Round 0 Winner,Map 5 Round 0 Bombsite,Map 5 Round 0 Win Type,Map 5 Round 1 Winner,Map 5 Round 1 Bombsite,Map 5 Round 1 Win Type,Map 5 Round 2 Winner,Map 5 Round 2 Bombsite,Map 5 Round 2 Win Type,Map 5 Round 3 Winner,Map 5 Round 3 Bombsite,Map 5 Round 3 Win Type,Map 5 Round 4 Winner,Map 5 Round 4 Bombsite,Map 5 Round 4 Win Type,Map 5 Round 5 Winner,Map 5 Round 5 Bombsite,Map 5 Round 5 Win Type,Map 5 Round 6 Winner,Map 5 Round 6 Bombsite,Map 5 Round 6 Win Type,Map 5 Round 7 Winner,Map 5 Round 7 Bombsite,Map 5 Round 7 Win Type,Map 5 Round 8 Winner,Map 5 Round 8 Bombsite,Map 5 Round 8 Win Type,Map 5 Round 9 Winner,Map 5 Round 9 Bombsite,Map 5 Round 9 Win Type,Map 1 Round 24 Winner,Map 1 Round 24 Bombsite,Map 1 Round 24 Win Type,Map 3 Round 13 Winner,Map 3 Round 13 Bombsite,Map 3 Round 13 Win Type,Map 3 Round 14 Winner,Map 3 Round 14 Bombsite,Map 3 Round 14 Win Type,Team 1 Ban 4,Map 5 Round 10 Winner,Map 5 Round 10 Bombsite,Map 5 Round 10 Win Type,Map 5 Round 11 Winner,Map 5 Round 11 Bombsite,Map 5 Round 11 Win Type,Map 5 Round 12 Winner,Map 5 Round 12 Bombsite,Map 5 Round 12 Win Type,Map 5 Round 13 Winner,Map 5 Round 13 Bombsite,Map 5 Round 13 Win Type,Team 1 Pick 3,Map 4 Round 13 Winner,Map 4 Round 13 Bombsite,Map 4 Round 13 Win Type
1788,Jul 14 2019,Rhythm,Sleeper Gaming,,,,,,,,,Club House,Sleeper Gaming,Kitchen/Service,elimination,Rhythm,Hookah/Billiards,elimination,Rhythm,Blue/Sunrise,site retake and defuser disable,Rhythm,Kitchen/Service,elimination,Rhythm,Hookah/Billiards,elimination,Rhythm,Blue/Sunrise,elimination,Sleeper Gaming,Hookah/Billiards,elimination,Sleeper Gaming,Lockers/CCTV,round timer,Rhythm,CEO/Lounge,elimination,Rhythm,CEO/Lounge,elimination,Sleeper Gaming,Lockers/CCTV,elimination,Sleeper Gaming,CEO/Lounge,elimination,Rhythm,Tellers/Archives,elimination,Rhythm,Lockers/CCTV,site retake and defuser disable,Sleeper Gaming,CEO/Lounge,elimination,,,,,,,,,,,,,,,,,,,Sleeper Gaming,Kitchen/Service,site retake and defuser disable,,,,Rhythm,Blue/Sunrise,elimination,Sleeper Gaming,Hookah/Billiards,elimination,Rhythm,Kitchen/Service,elimination,Rhythm,CEO/Lounge,round timer,Rhythm,Lockers/CCTV,elimination,,,,,,,,,,Sleeper Gaming,Tellers/Archives,elimination,,,,,,,Rhythm,CEO/Lounge,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,Jul 14 2019,Mindfreak,Extricity,,,,,,,,,Consulate,Extricity,CEO/Meeting,elimination,Mindfreak,CEO/Meeting,elimination,Extricity,Garage/Cafeteria,elimination,Mindfreak,Garage/Cafeteria,site retake and defuser disable,Mindfreak,CEO/Meeting,elimination,Mindfreak,Lobby/Piano,elimination,Extricity,Garage/Cafeteria,elimination,Extricity,Lockers/CCTV,site retake and defuser disable,Extricity,Tellers/Archives,site retake and defuser disable,Mindfreak,CEO/Lounge,elimination,Extricity,Lockers/CCTV,elimination,Mindfreak,Tellers/Archives,elimination,Mindfreak,Tellers/Archives,elimination,Mindfreak,Lockers/CCTV,elimination,Mindfreak,CEO/Lounge,site retake and defuser disable,,,,,,,,,,,,,,,,,,,Mindfreak,CEO/Meeting,elimination,,,,Extricity,CEO/Meeting,elimination,Mindfreak,Garage/Cafeteria,elimination,Extricity,Garage/Cafeteria,elimination,Mindfreak,Tellers/Archives,round timer,Mindfreak,Lockers/CCTV,elimination,,,,,,,,,,,,,,,,Extricity,CEO/Meeting,round timer,,,,,,,Mindfreak,Garage/Cafeteria,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mindfreak,CEO/Meeting,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790,Jul 28 2019,Rhythm,Extricity,,,,,,,,,Coastline,Rhythm,Bar/Cocktail,elimination,Rhythm,Bar/Cocktail,elimination,Extricity,Bar/Cocktail,elimination,Rhythm,Service/Cooking,elimination,Extricity,Reading/Dining,elimination,Extricity,Bar/Cocktail,elimination,Rhythm,Bar/Cocktail,site retake and defuser disable,Extricity,Lockers/CCTV,elimination,Rhythm,CEO/Lounge,elimination,Extricity,Lockers/CCTV,elimination,Rhythm,Tellers/Archives,site retake and defuser disable,Rhythm,CEO/Lounge,elimination,Rhythm,Lockers/CCTV,round timer,Extricity,Lockers/CCTV,round timer,Rhythm,CEO/Lounge,elimination,,,,,,,,,,,,,,,,,,,Extricity,Service/Cooking,elimination,,,,Rhythm,Service/Cooking,elimination,Rhythm,Bar/Cocktail,elimination,Rhythm,Reading/Dining,elimination,Rhythm,Tellers/Archives,elimination,Rhythm,Lockers/CCTV,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1791,Jul 28 2019,Mindfreak,Fury,,,,,,,,,Coastline,Mindfreak,Armory/Archives,elimination,Mindfreak,Ventilation/Workshop,round timer,Fury,Customs/Supply,elimination,Mindfreak,Armory/Archives,elimination,Fury,Ventilation/Workshop,elimination,Mindfreak,Ventilation/Workshop,elimination,Fury,Armory/Archives,site retake and defuser disable,Fury,Cash/CCTV,round timer,Fury,Church/Arsenal,elimination,Fury,Master/Gym,elimination,Mindfreak,Cash/CCTV,elimination,Mindfreak,Church/Arsenal,elimination,Mindfreak,Master/Gym,elimination,Fury,Church/Arsenal,elimination,Mindfreak,Church/Arsenal,elimination,,,,,,,,,,,,,,,,,,,Fury,Ventilation/Workshop,elimination,,,,Fury,Customs/Supply,elimination,Mindfreak,Armory/Archives,elimination,Fury,Armory/Archives,elimination,Mindfreak,Cash/CCTV,site retake and defuser disable,Fury,Master/Gym,elimination,,,,,,,,,,Mindfreak,Church/Arsenal,elimination,,,,Fury,Ventilation/Workshop,round timer,Fury,Cash/CCTV,elimination,Mindfreak,Church/Arsenal,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fury,Church/Arsenal,site retake and defuser disable,Fury,Cash/CCTV,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1792,Jul 28 2019,Extricity,Sleeper Gaming,,,,,,,,,Bank,Sleeper Gaming,Church/Arsenal,elimination,Extricity,Church/Arsenal,elimination,Extricity,Cash/CCTV,elimination,Extricity,Master/Gym,elimination,Sleeper Gaming,Church/Arsenal,elimination,Extricity,Cash/CCTV,elimination,Sleeper Gaming,Cash/CCTV,elimination,Sleeper Gaming,Service/Cooking,elimination,Sleeper Gaming,Reading/Dining,elimination,Sleeper Gaming,Bar/Cocktail,elimination,Sleeper Gaming,Service/Cooking,elimination,Extricity,Reading/Dining,elimination,Extricity,Bar/Cocktail,elimination,Sleeper Gaming,Bar/Cocktail,elimination,Extricity,Bar/Cocktail,elimination,,,,,,,,,,,,,,,,,,,Sleeper Gaming,Cash/CCTV,elimination,,,,Sleeper Gaming,Master/Gym,elimination,Sleeper Gaming,Church/Arsenal,site retake and defuser disable,Extricity,Cash/CCTV,elimination,Sleeper Gaming,Service/Cooking,elimination,Extricity,Reading/Dining,elimination,,,,,,,,,,Sleeper Gaming,Bar/Cocktail,elimination,,,,Sleeper Gaming,Cash/CCTV,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1793,Jul 7 2019,FaZe Clan,Chaos,,,,,,,,,Villa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1794,Jul 12 2019,S7venSpades,Chips y Guac,Club House,Kafe,Villa,,Bank,Border,Coastline,,Consulate,S7venSpades,Tellers/Archives,elimination,S7venSpades,CEO/Meeting,elimination,Chips y Guac,CEO/Meeting,elimination,S7venSpades,Garage/Cafeteria,elimination,Chips y Guac,Garage/Cafeteria,elimination,Chips y Guac,CEO/Meeting,elimination,S7venSpades,Garage/Cafeteria,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S7venSpades,CEO/Meeting,elimination,,,,S7venSpades,Lobby/Piano,elimination,Chips y Guac,Garage/Cafeteria,elimination,Chips y Guac,Garage/Cafeteria,elimination,,,,,,,,,,,,,,,,,,,,,,S7venSpades,CEO/Meeting,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1795,Jul 12 2019,DarkZero Esports,Rise Nation,Club House,Coastline,Villa,,Bank,Border,Kafe,,Consulate,DarkZero Esports,CEO/Meeting,elimination,DarkZero Esports,Garage/Cafeteria,elimination,DarkZero Esports,Garage/Cafeteria,elimination,Rise Nation,Lobby/Piano,elimination,Rise Nation,Garage/Cafeteria,round timer,DarkZero Esports,CEO/Meeting,elimination,Rise Nation,Garage/Cafeteria,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rise Nation,Garage/Cafeteria,elimination,,,,DarkZero Esports,CEO/Meeting,elimination,DarkZero Esports,Tellers/Archives,site retake and defuser disable,Rise Nation,Garage/Cafeteria,elimination,,,,,,,,,,,,,,,,,,,,,,DarkZero Esports,CEO/Meeting,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1796,Jul 10 2019,Our Bad,Two Faced,Club House,Consulate,Kafe,,Bank,Border,Villa,,Coastline,Our Bad,Hookah/Billiards,elimination,Our Bad,Hookah/Billiards,elimination,Two Faced,Kitchen/Service,elimination,Two Faced,Blue/Sunrise,elimination,Our Bad,Hookah/Billiards,elimination,Our Bad,Kitchen/Service,elimination,Two Faced,Hookah/Billiards,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Two Faced,Hookah/Billiards,elimination,,,,Our Bad,Kitchen/Service,elimination,Our Bad,Blue/Sunrise,site retake and defuser disable,Two Faced,Hookah/Billiards,elimination,,,,,,,,,,,,,,,,,,,,,,Two Faced,Kitchen/Service,elimination,,,,,,,Two Faced,Kitchen/Service,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Two Faced,Kitchen/Service,site retake and defuser disable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1797,Jul 10 2019,Disrupt Gaming,Team Boosted,Border,Club House,Kafe,,Coastline,Consulate,Villa,,Bank,Team Boosted,Lockers/CCTV,elimination,Team Boosted,CEO/Lounge,elimination,Disrupt Gaming,Lockers/CCTV,site retake and defuser disable,Disrupt Gaming,CEO/Lounge,elimination,Team Boosted,Tellers/Archives,elimination,Disrupt Gaming,Lockers/CCTV,elimination,Disrupt Gaming,Lockers/CCTV,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disrupt Gaming,CEO/Lounge,elimination,,,,Disrupt Gaming,Lockers/CCTV,elimination,Team Boosted,CEO/Lounge,elimination,Team Boosted,Lockers/CCTV,site retake and defuser disable,,,,,,,,,,,,,,,,,,,,,,Disrupt Gaming,Tellers/Archives,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1798,Jul 10 2019,Two Faced,Disrupt Gaming,Bank,Consulate,Villa,,Club House,Coastline,Kafe,,Border,Disrupt Gaming,Armory/Archives,elimination,Disrupt Gaming,Ventilation/Workshop,elimination,Disrupt Gaming,Customs/Supply,elimination,Two Faced,Armory/Archives,elimination,Two Faced,Armory/Archives,elimination,Disrupt Gaming,Ventilation/Workshop,elimination,Two Faced,Armory/Archives,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disrupt Gaming,Ventilation/Workshop,elimination,,,,Disrupt Gaming,Ventilation/Workshop,elimination,Disrupt Gaming,Armory/Archives,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1799,Jul 12 2019,S7venSpades,DarkZero Esports,Bank,Club House,Villa,,Border,Coastline,Consulate,,Kafe,S7venSpades,Bar/Cocktail,elimination,S7venSpades,Bar/Cocktail,elimination,S7venSpades,Bakery/Kitchen,elimination,DarkZero Esports,Bakery/Kitchen,round timer,S7venSpades,Reading/Dining,elimination,S7venSpades,Bar/Cocktail,elimination,DarkZero Esports,Bar/Cocktail,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DarkZero Esports,Bar/Cocktail,elimination,,,,DarkZero Esports,Bakery/Kitchen,elimination,DarkZero Esports,Bar/Cocktail,elimination,DarkZero Esports,Bakery/Kitchen,elimination,,,,,,,,,,,,,,,,,,,,,,DarkZero Esports,Bar/Cocktail,bomb defuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,Jul 3 2019,0RGL3SS,Fury,Border,Villa,,,Kafe,Consulate,,,Club House,0RGL3SS,Master/Gym,elimination,Fury,Master/Gym,elimination,0RGL3SS,Cash/CCTV,elimination,0RGL3SS,Church/Arsenal,elimination,0RGL3SS,Master/Gym,elimination,0RGL3SS,Cash/CCTV,elimination,0RGL3SS,Cash/CCTV,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0RGL3SS,Church/Arsenal,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,Jul 3 2019,0RGL3SS,Fury,Border,Villa,,,Consulate,Coastline,,,Bank,0RGL3SS,CEO/Lounge,elimination,Fury,CEO/Lounge,elimination,0RGL3SS,Lockers/CCTV,elimination,Fury,Lockers/CCTV,site retake and defuser disable,Fury,CEO/Lounge,elimination,0RGL3SS,Tellers/Archives,elimination,0RGL3SS,Lockers/CCTV,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0RGL3SS,CEO/Lounge,elimination,,,,0RGL3SS,Tellers/Archives,elimination,0RGL3SS,Lockers/CCTV,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1804,Jul 4 2019,Fnatic,Oddity Esports,Bank,Villa,,,Border,Consulate,,,Kafe,Fnatic,Bar/Cocktail,site retake and defuser disable,Fnatic,Mining/Dining,round timer,Fnatic,Service/Cooking,elimination,Oddity Esports,Bar/Cocktail,elimination,Fnatic,Bar/Cocktail,elimination,Fnatic,Service/Cooking,elimination,Oddity Esports,Bar/Cocktail,round timer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oddity Esports,Mining/Dining,site retake and defuser disable,,,,Oddity Esports,Reading/Dining,elimination,Oddity Esports,Bar/Cocktail,elimination,Fnatic,Mining/Dining,elimination,,,,,,,,,,,,,,,,,,,,,,Oddity Esports,Mining/Dining,round timer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1805,Jul 4 2019,Fnatic,Oddity Esports,Villa,Consulate,,,Border,Coastline,,,Club House,Fnatic,Cash/CCTV,elimination,Fnatic,Master/Gym,elimination,Fnatic,Church/Arsenal,elimination,Fnatic,Cash/CCTV,round timer,Fnatic,Master/Gym,elimination,Fnatic,Church/Arsenal,elimination,Fnatic,Church/Arsenal,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806,Jul 4 2019,Mindfreak,Team SiNister,Kafe,Villa,,,Consulate,Border,,,Bank,Mindfreak,Lockers/CCTV,elimination,Mindfreak,CEO/Lounge,elimination,Team SiNister,Lockers/CCTV,round timer,Mindfreak,CEO/Lounge,elimination,Team SiNister,Tellers/Archives,elimination,Team SiNister,Lockers/CCTV,elimination,Mindfreak,Lockers/CCTV,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mindfreak,CEO/Lounge,elimination,,,,Mindfreak,Tellers/Archives,round timer,Team SiNister,Lockers/CCTV,elimination,Team SiNister,Lockers/CCTV,elimination,,,,,,,,,,,,,,,,,,,,,,Mindfreak,Lockers/CCTV,round timer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1807,Jul 4 2019,Team SiNister,Mindfreak,Consulate,Coastline,,,Kafe,Villa,,,Club House,Mindfreak,Cash/CCTV,elimination,Mindfreak,Church/Arsenal,elimination,Mindfreak,Church/Arsenal,elimination,Team SiNister,Cash/CCTV,elimination,Team SiNister,Master/Gym,elimination,Mindfreak,Church/Arsenal,elimination,Mindfreak,Church/Arsenal,elimination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mindfreak,Master/Gym,elimination,,,,Team SiNister,Cash/CCTV,elimination,Mindfreak,Church/Arsenal,elimination ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
